game,language,token,token_lower,origin_class,lineage_tags,in_tb_tokens,tb_key,tb_source_entity,in_filtered_dic_base,is_corpus_form,is_ghost_form,is_casing_inferred,source_base_words,assigned_flags,mandatory_flags_assigned,validated_flags_assigned,validated_flags_candidates,filter_status,filter_match_type,flag_evidence_summary,step4_related_bases,source_games,source_reports_count,source_rows_merged,origin_classes,filter_statuses,filter_match_types
DOFUS,fr,Toxinistrose,toxinistrose,tb_only,tb_filtered_base,True,,,True,False,False,False,Toxinistrose,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Toxipik,toxipik,tb_only,tb_filtered_base,True,,,True,False,False,False,Toxipik,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Toxipikante,toxipikante,tb_only,tb_filtered_base,True,,,True,False,False,False,Toxipikante,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,toxiqué,toxiqué,tb_only,tb_filtered_base,True,,,True,False,False,False,toxiqué,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Toxitrouille,toxitrouille,tb_only,tb_filtered_base,True,,,True,False,False,False,Toxitrouille,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Toxmose,toxmose,tb_only,tb_filtered_base,True,,,True,False,False,False,Toxmose,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Toxoliath,toxoliath,tb_only,tb_filtered_base,True,,,True,False,False,False,Toxoliath,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO,fr,Toyo,toyo,tb_only,tb_filtered_base,True,,,True,False,False,False,Toyo,,,,,kept_neologism,,,,DOFUS | RETRO,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Tozutiel,tozutiel,tb_only,tb_filtered_base,True,,,True,False,False,False,Tozutiel,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,toâ,toâ,tb_only,tb_filtered_base,True,,,True,False,False,False,toâ,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Tra,tra,tb_only,tb_filtered_base,True,,,True,False,False,False,Tra,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Tractacule,tractacule,tb_only,tb_filtered_base,True,,,True,False,False,False,Tractacule,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Tractheure,tractheure,tb_only,tb_filtered_base,True,,,True,False,False,False,Tractheure,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Traflagar,traflagar,tb_only,tb_filtered_base,True,,,True,False,False,False,Traflagar,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,fr,Tragic,tragic,tb_only,tb_filtered_base,True,,,True,False,False,False,Tragic,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,fr,Tragicrane,tragicrane,tb_only,tb_filtered_base,True,,,True,False,False,False,Tragicrane,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,fr,Traillarde,traillarde,tb_only,tb_filtered_base,True,,,True,False,False,False,Traillarde,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,fr,Traillette,traillette,tb_only,tb_filtered_base,True,,,True,False,False,False,Traillette,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Traime,traime,tb_only,tb_filtered_base,True,,,True,False,False,False,Traime,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,traine-savate,traine-savate,tb_only,tb_filtered_base,True,,,True,False,False,False,traine-savate,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,traineau,traineau,tb_only,tb_filtered_base,True,,,True,False,False,False,traineau,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,trainer,trainer,tb_only,tb_filtered_base,True,,,True,False,False,False,trainer,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
TOUCH | WAKFU | WAVEN,fr,Trainée,trainée,tb_only,tb_filtered_base,True,,,True,False,False,False,Trainée | trainée,,,,,kept_neologism,,,,TOUCH | WAKFU | WAVEN,3,4,tb_only,kept_neologism,
WAKFU,fr,Traitraître,traitraître,tb_only,tb_filtered_base,True,,,True,False,False,False,Traitraître,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trak'nenfan,trak'nenfan,tb_only,tb_filtered_base,True,,,True,False,False,False,Trak'nenfan,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,fr,Tramontanneau,tramontanneau,tb_only,tb_filtered_base,True,,,True,False,False,False,Tramontanneau,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Tramphie,tramphie,tb_only,tb_filtered_base,True,,,True,False,False,False,Tramphie,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tramsandy,tramsandy,tb_only,tb_filtered_base,True,,,True,False,False,False,Tramsandy,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
TOUCH,fr,Tran,tran,tb_only,tb_filtered_base,True,,,True,False,False,False,Tran,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
WAKFU,fr,Tranchamp,tranchamp,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchamp,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Tranchantement,tranchantement,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchantement,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trancharnier,trancharnier,tb_only,tb_filtered_base,True,,,True,False,False,False,Trancharnier,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Tranchash,tranchash,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchash,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Tranchaînement,tranchaînement,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchaînement,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Tranche-cuir,tranche-cuir,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranche-cuir,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Tranche-Gourmands,tranche-gourmands,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranche-Gourmands,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tranche-âme,tranche-âme,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranche-âme,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Tranchemoëlle,tranchemoëlle,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchemoëlle,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Tranchlame,tranchlame,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchlame,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Tranchus,tranchus,tb_only,tb_filtered_base,True,,,True,False,False,False,Tranchus,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Trankilacération,trankilacération,tb_only,tb_filtered_base,True,,,True,False,False,False,Trankilacération,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trankilade,trankilade,tb_only,tb_filtered_base,True,,,True,False,False,False,Trankilade,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Trankilou,trankilou,tb_only,tb_filtered_base,True,,,True,False,False,False,Trankilou | trankilou,,,,,kept_neologism,,,,DOFUS | TOUCH,2,3,tb_only,kept_neologism,
DOFUS,fr,Transe-Perse,transe-perse,tb_only,tb_filtered_base,True,,,True,False,False,False,Transe-Perse,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Transgaminerie,transgaminerie,tb_only,tb_filtered_base,True,,,True,False,False,False,Transgaminerie,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Transgénisé,transgénisé,tb_only,tb_filtered_base,True,,,True,False,False,False,Transgénisé,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Transgénèse,transgénèse,tb_only,tb_filtered_base,True,,,True,False,False,False,Transgénèse,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAVEN,fr,Transistaure,transistaure,tb_only,tb_filtered_base,True,,,True,False,False,False,Transistaure,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Transko,transko,tb_only,tb_filtered_base,True,,,True,False,False,False,Transko,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Transmarition,transmarition,tb_only,tb_filtered_base,True,,,True,False,False,False,Transmarition,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Transmiroir,transmiroir,tb_only,tb_filtered_base,True,,,True,False,False,False,Transmiroir,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,transperçante,transperçante,tb_only,tb_filtered_base,True,,,True,False,False,False,transperçante,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Transplantage,transplantage,tb_only,tb_filtered_base,True,,,True,False,False,False,Transplantage,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Transpo,transpo,tb_only,tb_filtered_base,True,,,True,False,False,False,Transpo,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Transpofu,transpofu,tb_only,tb_filtered_base,True,,,True,False,False,False,Transpofu,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Transpompoko,transpompoko,tb_only,tb_filtered_base,True,,,True,False,False,False,Transpompoko,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Transporation,transporation,tb_only,tb_filtered_base,True,,,True,False,False,False,Transporation,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Transposiroc,transposiroc,tb_only,tb_filtered_base,True,,,True,False,False,False,Transposiroc,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Transpékisation,transpékisation,tb_only,tb_filtered_base,True,,,True,False,False,False,Transpékisation,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Trantroa,trantroa,tb_only,tb_filtered_base,True,,,True,False,False,False,Trantroa,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAVEN,fr,Trap,trap,tb_only,tb_filtered_base,True,,,True,False,False,False,Trap,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trapchet,trapchet,tb_only,tb_filtered_base,True,,,True,False,False,False,Trapchet,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
RETRO,fr,Trapchett,trapchett,tb_only,tb_filtered_base,True,,,True,False,False,False,Trapchett,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trape,trape,tb_only,tb_filtered_base,True,,,True,False,False,False,Trape,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
RETRO,fr,Trapick,trapick,tb_only,tb_filtered_base,True,,,True,False,False,False,Trapick,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
WAKFU,fr,Trapou,trapou,tb_only,tb_filtered_base,True,,,True,False,False,False,Trapou,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Trapupille,trapupille,tb_only,tb_filtered_base,True,,,True,False,False,False,Trapupille,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trariemu,trariemu,tb_only,tb_filtered_base,True,,,True,False,False,False,Trariemu,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trasesu,trasesu,tb_only,tb_filtered_base,True,,,True,False,False,False,Trasesu,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,trasisme,trasisme,tb_only,tb_filtered_base,True,,,True,False,False,False,trasisme,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trataqué,trataqué,tb_only,tb_filtered_base,True,,,True,False,False,False,Trataqué,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tratraque,tratraque,tb_only,tb_filtered_base,True,,,True,False,False,False,Tratraque,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Traul,traul,tb_only,tb_filtered_base,True,,,True,False,False,False,Traul,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Traumasque,traumasque,tb_only,tb_filtered_base,True,,,True,False,False,False,Traumasque,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Travelleur,travelleur,tb_only,tb_filtered_base,True,,,True,False,False,False,Travelleur,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Travlota,travlota,tb_only,tb_filtered_base,True,,,True,False,False,False,Travlota,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Trays,trays,tb_only,tb_filtered_base,True,,,True,False,False,False,Trays,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Traz,traz,tb_only,tb_filtered_base,True,,,True,False,False,False,Traz,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Traçon,traçon,tb_only,tb_filtered_base,True,,,True,False,False,False,Traçon,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
TOUCH,fr,Traîne-potence,traîne-potence,tb_only,tb_filtered_base,True,,,True,False,False,False,Traîne-potence,,,,,kept_neologism,,,,TOUCH,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Treasure,treasure,tb_only,tb_filtered_base,True,,,True,False,False,False,Treasure,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Trebor,trebor,tb_only,tb_filtered_base,True,,,True,False,False,False,Trebor,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trehare,trehare,tb_only,tb_filtered_base,True,,,True,False,False,False,Trehare,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Treku,treku,tb_only,tb_filtered_base,True,,,True,False,False,False,Treku,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO,fr,Trekuke,trekuke,tb_only,tb_filtered_base,True,,,True,False,False,False,Trekuke,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Treluj,treluj,tb_only,tb_filtered_base,True,,,True,False,False,False,Treluj,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Tremai,tremai,tb_only,tb_filtered_base,True,,,True,False,False,False,Tremai,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,fr,Tremblemental,tremblemental,tb_only,tb_filtered_base,True,,,True,False,False,False,Tremblemental,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Tremblette,tremblette,tb_only,tb_filtered_base,True,,,True,False,False,False,Tremblette,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Tremouiller,tremouiller,tb_only,tb_filtered_base,True,,,True,False,False,False,Tremouiller,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO,fr,Trengon,trengon,tb_only,tb_filtered_base,True,,,True,False,False,False,Trengon,,,,,kept_neologism,,,,RETRO,1,1,tb_only,kept_neologism,
DOFUS,fr,Trenne,trenne,tb_only,tb_filtered_base,True,,,True,False,False,False,Trenne,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Trentacules,trentacules,tb_only,tb_filtered_base,True,,,True,False,False,False,Trentacules,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Trepida,trepida,tb_only,tb_filtered_base,True,,,True,False,False,False,Trepida,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trerolo,trerolo,tb_only,tb_filtered_base,True,,,True,False,False,False,Trerolo,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Treru,treru,tb_only,tb_filtered_base,True,,,True,False,False,False,Treru,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Tress,tress,tb_only,tb_filtered_base,True,,,True,False,False,False,Tress,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tresörd,tresörd,tb_only,tb_filtered_base,True,,,True,False,False,False,Tresörd,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Treuse,treuse,tb_only,tb_filtered_base,True,,,True,False,False,False,Treuse,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trev,trev,tb_only,tb_filtered_base,True,,,True,False,False,False,Trev,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Trezz,trezz,tb_only,tb_filtered_base,True,,,True,False,False,False,Trezz,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Tri-Élémentaire,tri-élémentaire,tb_only,tb_filtered_base,True,,,True,False,False,False,Tri-Élémentaire,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Triame,triame,tb_only,tb_filtered_base,True,,,True,False,False,False,Triame,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAKFU,fr,Triboul,triboul,tb_only,tb_filtered_base,True,,,True,False,False,False,Triboul,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS,fr,Triboulette,triboulette,tb_only,tb_filtered_base,True,,,True,False,False,False,Triboulette,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Triboulis,triboulis,tb_only,tb_filtered_base,True,,,True,False,False,False,Triboulis,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Tricotoile,tricotoile,tb_only,tb_filtered_base,True,,,True,False,False,False,Tricotoile,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tridembrochement,tridembrochement,tb_only,tb_filtered_base,True,,,True,False,False,False,Tridembrochement,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trig'Heure,trig'heure,tb_only,tb_filtered_base,True,,,True,False,False,False,Trig'Heure,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Trigger,trigger,tb_only,tb_filtered_base,True,,,True,False,False,False,Trigger | trigger,,,,,kept_neologism,,,,DOFUS | TOUCH,2,4,tb_only,kept_neologism,
DOFUS,fr,triggers,triggers,tb_only,tb_filtered_base,True,,,True,False,False,False,triggers,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Trikortritt,trikortritt,tb_only,tb_filtered_base,True,,,True,False,False,False,Trikortritt,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Tringue,tringue,tb_only,tb_filtered_base,True,,,True,False,False,False,Tringue,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,Trinitario,trinitario,tb_only,tb_filtered_base,True,,,True,False,False,False,Trinitario,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trinsfirmitik,trinsfirmitik,tb_only,tb_filtered_base,True,,,True,False,False,False,Trinsfirmitik,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
WAVEN,fr,Triparcus,triparcus,tb_only,tb_filtered_base,True,,,True,False,False,False,Triparcus,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAVEN,fr,Triple-Patte,triple-patte,tb_only,tb_filtered_base,True,,,True,False,False,False,Triple-Patte,,,,,kept_neologism,,,,WAVEN,1,1,tb_only,kept_neologism,
WAKFU,fr,Trireme,trireme,tb_only,tb_filtered_base,True,,,True,False,False,False,Trireme,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
WAKFU,fr,Trisaf,trisaf,tb_only,tb_filtered_base,True,,,True,False,False,False,Trisaf,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Triss,triss,tb_only,tb_filtered_base,True,,,True,False,False,False,Triss,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Tristane,tristane,tb_only,tb_filtered_base,True,,,True,False,False,False,Tristane,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Tristen,tristen,tb_only,tb_filtered_base,True,,,True,False,False,False,Tristen,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
WAKFU,fr,Tristepain,tristepain,tb_only,tb_filtered_base,True,,,True,False,False,False,Tristepain,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
ANKANIMATION | DOFUS | ONE_MORE_GATE | TOUCH | WAKFU | WAVEN,fr,Tristepin,tristepin,tb_only,tb_filtered_base,True,,,True,False,False,False,Tristepin,,,,,kept_neologism,,,,ANKANIMATION | DOFUS | ONE_MORE_GATE | TOUCH | WAKFU | WAVEN,6,6,tb_only,kept_neologism,
DOFUS,fr,Trithon,trithon,tb_only,tb_filtered_base,True,,,True,False,False,False,Trithon,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trithonite,trithonite,tb_only,tb_filtered_base,True,,,True,False,False,False,Trithonite,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trithonne,trithonne,tb_only,tb_filtered_base,True,,,True,False,False,False,Trithonne,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Trithons,trithons,tb_only,tb_filtered_base,True,,,True,False,False,False,Trithons | trithons,,,,,kept_neologism,,,,DOFUS,1,2,tb_only,kept_neologism,
DOFUS,fr,Tritonbeau,tritonbeau,tb_only,tb_filtered_base,True,,,True,False,False,False,Tritonbeau,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tritonus,tritonus,tb_only,tb_filtered_base,True,,,True,False,False,False,Tritonus,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS,fr,Tritulipe,tritulipe,tb_only,tb_filtered_base,True,,,True,False,False,False,Tritulipe,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
WAKFU,fr,Troa,troa,tb_only,tb_filtered_base,True,,,True,False,False,False,Troa,,,,,kept_neologism,,,,WAKFU,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trodortu,trodortu,tb_only,tb_filtered_base,True,,,True,False,False,False,Trodortu,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trof,trof,tb_only,tb_filtered_base,True,,,True,False,False,False,Trof,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trogr,trogr,tb_only,tb_filtered_base,True,,,True,False,False,False,Trogr,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trogruk,trogruk,tb_only,tb_filtered_base,True,,,True,False,False,False,Trogruk,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Troille,troille,tb_only,tb_filtered_base,True,,,True,False,False,False,Troille,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Troipélo,troipélo,tb_only,tb_filtered_base,True,,,True,False,False,False,Troipélo,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trois-Fleurs,trois-fleurs,tb_only,tb_filtered_base,True,,,True,False,False,False,Trois-Fleurs,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS | TOUCH,fr,Troispattes,troispattes,tb_only,tb_filtered_base,True,,,True,False,False,False,Troispattes,,,,,kept_neologism,,,,DOFUS | TOUCH,2,2,tb_only,kept_neologism,
DOFUS,fr,troix,troix,tb_only,tb_filtered_base,True,,,True,False,False,False,troix,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
RETRO | TOUCH,fr,Trojen,trojen,tb_only,tb_filtered_base,True,,,True,False,False,False,Trojen,,,,,kept_neologism,,,,RETRO | TOUCH,2,2,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trok,trok,tb_only,tb_filtered_base,True,,,True,False,False,False,Trok,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
DOFUS,fr,Trokai,trokai,tb_only,tb_filtered_base,True,,,True,False,False,False,Trokai,,,,,kept_neologism,,,,DOFUS,1,1,tb_only,kept_neologism,
DOFUS | RETRO | TOUCH,fr,Trokeur,trokeur,tb_only,tb_filtered_base,True,,,True,False,False,False,Trokeur,,,,,kept_neologism,,,,DOFUS | RETRO | TOUCH,3,3,tb_only,kept_neologism,
